Plotwerte für: V

0      0      0
0      0.0005      0
0      0.001      0
0      0.0015      0
0      0.002      0
0      0.0025      0
0      0.003      0
0      0.0035      0
0      0.004      0
0      0.0045      0
0      0.005      0
0      0.0055      0
0      0.006      0
0      0.0065      0
0      0.007      0
0      0.0075      0
0      0.008      0
0      0.0085      0
0      0.009      0
0      0.0095      0
0      0.01      0
0      0.0105      0
0      0.011      0
0      0.0115      0
0      0.012      0
0      0.0125      0
0      0.013      0
0      0.0135      0
0      0.014      0
0      0.0145      0
0      0.015      0
0      0.0155      0
0      0.016      0
0      0.0165      0
0      0.017      0
0      0.0175      0
0      0.018      0
0      0.0185      0
0      0.019      0
0      0.0195      0
0      0.02      0
0      0.0205      0
0      0.021      0
0      0.0215      0
0      0.022      0
0      0.0225      0
0      0.023      0
0      0.0235      0
0      0.024      0
0      0.0245      0
0      0.025      0
0      0.0255      0
0      0.026      0
0      0.0265      0
0      0.027      0
0      0.0275      0
0      0.028      0
0      0.0285      0
0      0.029      0
0      0.0295      0
0      0.03      0
0      0.0305      0
0      0.031      0
0      0.0315      0
0      0.032      0
0      0.0325      0
0      0.033      0
0      0.0335      0
0      0.034      0
0      0.0345      0
0      0.035      0
0      0.0355      0
0      0.036      0
0      0.0365      0
0      0.037      0
0      0.0375      0
0      0.038      0
0      0.0385      0
0      0.039      0
0      0.0395      0
0      0.04      0
0      0.0405      0
0      0.041      0
0      0.0415      0
0      0.042      0
0      0.0425      0
0      0.043      0
0      0.0435      0
0      0.044      0
0      0.0445      0
0      0.045      0
0      0.0455      0
0      0.046      0
0      0.0465      0
0      0.047      0
0      0.0475      0
0      0.048      0
0      0.0485      0
0      0.049      0
0      0.0495      0
0      0.05      0
0      0.0505      0
0.0025      0      0
0.0025      0.0005      0
0.0025      0.001      -0.0023192
0.0025      0.0015      -0.00639217
0.0025      0.002      -0.0112709
0.0025      0.0025      -0.0160878
0.0025      0.003      -0.0203071
0.0025      0.0035      -0.023719
0.0025      0.004      -0.0263283
0.0025      0.0045      -0.0282448
0.0025      0.005      -0.0296107
0.0025      0.0055      -0.030562
0.0025      0.006      -0.0312124
0.0025      0.0065      -0.0316506
0.0025      0.007      -0.0319422
0.0025      0.0075      -0.0321342
0.0025      0.008      -0.0322595
0.0025      0.0085      -0.0323406
0.0025      0.009      -0.0323927
0.0025      0.0095      -0.032426
0.0025      0.01      -0.0324471
0.0025      0.0105      -0.0324604
0.0025      0.011      -0.0324688
0.0025      0.0115      -0.032474
0.0025      0.012      -0.0324773
0.0025      0.0125      -0.0324793
0.0025      0.013      -0.0324805
0.0025      0.0135      -0.0324813
0.0025      0.014      -0.0324817
0.0025      0.0145      -0.032482
0.0025      0.015      -0.0324822
0.0025      0.0155      -0.0324823
0.0025      0.016      -0.0324823
0.0025      0.0165      -0.0324824
0.0025      0.017      -0.0324824
0.0025      0.0175      -0.0324824
0.0025      0.018      -0.0324824
0.0025      0.0185      -0.0324824
0.0025      0.019      -0.0324824
0.0025      0.0195      -0.0324824
0.0025      0.02      -0.0324824
0.0025      0.0205      -0.0324824
0.0025      0.021      -0.0324824
0.0025      0.0215      -0.0324824
0.0025      0.022      -0.0324824
0.0025      0.0225      -0.0324824
0.0025      0.023      -0.0324824
0.0025      0.0235      -0.0324824
0.0025      0.024      -0.0324824
0.0025      0.0245      -0.0324824
0.0025      0.025      -0.0324824
0.0025      0.0255      -0.0324824
0.0025      0.026      -0.0324824
0.0025      0.0265      -0.0324824
0.0025      0.027      -0.0324824
0.0025      0.0275      -0.0324824
0.0025      0.028      -0.0324824
0.0025      0.0285      -0.0324824
0.0025      0.029      -0.0324824
0.0025      0.0295      -0.0324824
0.0025      0.03      -0.0324824
0.0025      0.0305      -0.0324824
0.0025      0.031      -0.0324824
0.0025      0.0315      -0.0324824
0.0025      0.032      -0.0324824
0.0025      0.0325      -0.0324824
0.0025      0.033      -0.0324824
0.0025      0.0335      -0.0324824
0.0025      0.034      -0.0324824
0.0025      0.0345      -0.0324824
0.0025      0.035      -0.0324824
0.0025      0.0355      -0.0324824
0.0025      0.036      -0.0324824
0.0025      0.0365      -0.0324824
0.0025      0.037      -0.0324824
0.0025      0.0375      -0.0324824
0.0025      0.038      -0.0324824
0.0025      0.0385      -0.0324824
0.0025      0.039      -0.0324824
0.0025      0.0395      -0.0324824
0.0025      0.04      -0.0324824
0.0025      0.0405      -0.0324824
0.0025      0.041      -0.0324824
0.0025      0.0415      -0.0324824
0.0025      0.042      -0.0324824
0.0025      0.0425      -0.0324824
0.0025      0.043      -0.0324824
0.0025      0.0435      -0.0324824
0.0025      0.044      -0.0324824
0.0025      0.0445      -0.0324824
0.0025      0.045      -0.0324824
0.0025      0.0455      -0.0324824
0.0025      0.046      -0.0324824
0.0025      0.0465      -0.0324824
0.0025      0.047      -0.0324824
0.0025      0.0475      -0.0324824
0.0025      0.048      -0.0324824
0.0025      0.0485      -0.0324824
0.0025      0.049      -0.0324824
0.0025      0.0495      -0.0324824
0.0025      0.05      -0.0324824
0.0025      0.0505      -0.0324824
0.005      0      0
0.005      0.0005      0
0.005      0.001      -0.00125606
0.005      0.0015      -0.00358949
0.005      0.002      -0.00664505
0.005      0.0025      -0.0099966
0.005      0.003      -0.0132724
0.005      0.0035      -0.0162238
0.005      0.004      -0.0187288
0.005      0.0045      -0.0207627
0.005      0.005      -0.0223595
0.005      0.0055      -0.0235814
0.005      0.006      -0.0244982
0.005      0.0065      -0.0251757
0.005      0.007      -0.0256706
0.005      0.0075      -0.0260288
0.005      0.008      -0.0262863
0.005      0.0085      -0.0264704
0.005      0.009      -0.0266015
0.005      0.0095      -0.0266945
0.005      0.01      -0.0267603
0.005      0.0105      -0.0268068
0.005      0.011      -0.0268396
0.005      0.0115      -0.0268627
0.005      0.012      -0.026879
0.005      0.0125      -0.0268904
0.005      0.013      -0.0268985
0.005      0.0135      -0.0269041
0.005      0.014      -0.0269081
0.005      0.0145      -0.0269109
0.005      0.015      -0.0269128
0.005      0.0155      -0.0269142
0.005      0.016      -0.0269151
0.005      0.0165      -0.0269158
0.005      0.017      -0.0269163
0.005      0.0175      -0.0269166
0.005      0.018      -0.0269168
0.005      0.0185      -0.026917
0.005      0.019      -0.0269171
0.005      0.0195      -0.0269172
0.005      0.02      -0.0269172
0.005      0.0205      -0.0269173
0.005      0.021      -0.0269173
0.005      0.0215      -0.0269173
0.005      0.022      -0.0269173
0.005      0.0225      -0.0269173
0.005      0.023      -0.0269173
0.005      0.0235      -0.0269173
0.005      0.024      -0.0269173
0.005      0.0245      -0.0269173
0.005      0.025      -0.0269173
0.005      0.0255      -0.0269173
0.005      0.026      -0.0269173
0.005      0.0265      -0.0269173
0.005      0.027      -0.0269173
0.005      0.0275      -0.0269173
0.005      0.028      -0.0269173
0.005      0.0285      -0.0269173
0.005      0.029      -0.0269173
0.005      0.0295      -0.0269173
0.005      0.03      -0.0269173
0.005      0.0305      -0.0269173
0.005      0.031      -0.0269173
0.005      0.0315      -0.0269173
0.005      0.032      -0.0269173
0.005      0.0325      -0.0269173
0.005      0.033      -0.0269173
0.005      0.0335      -0.0269173
0.005      0.034      -0.0269173
0.005      0.0345      -0.0269173
0.005      0.035      -0.0269173
0.005      0.0355      -0.0269173
0.005      0.036      -0.0269173
0.005      0.0365      -0.0269173
0.005      0.037      -0.0269173
0.005      0.0375      -0.0269173
0.005      0.038      -0.0269173
0.005      0.0385      -0.0269173
0.005      0.039      -0.0269173
0.005      0.0395      -0.0269173
0.005      0.04      -0.0269173
0.005      0.0405      -0.0269173
0.005      0.041      -0.0269173
0.005      0.0415      -0.0269173
0.005      0.042      -0.0269173
0.005      0.0425      -0.0269173
0.005      0.043      -0.0269173
0.005      0.0435      -0.0269173
0.005      0.044      -0.0269173
0.005      0.0445      -0.0269173
0.005      0.045      -0.0269173
0.005      0.0455      -0.0269173
0.005      0.046      -0.0269173
0.005      0.0465      -0.0269173
0.005      0.047      -0.0269173
0.005      0.0475      -0.0269173
0.005      0.048      -0.0269173
0.005      0.0485      -0.0269173
0.005      0.049      -0.0269173
0.005      0.0495      -0.0269173
0.005      0.05      -0.0269173
0.005      0.0505      -0.0269173
0.0075      0      0
0.0075      0.0005      0
0.0075      0.001      -0.000896179
0.0075      0.0015      -0.00259093
0.0075      0.002      -0.00488199
0.0075      0.0025      -0.00750416
0.0075      0.003      -0.0101954
0.0075      0.0035      -0.0127486
0.0075      0.004      -0.0150326
0.0075      0.0045      -0.0169864
0.0075      0.005      -0.0186015
0.0075      0.0055      -0.0199022
0.0075      0.006      -0.0209291
0.0075      0.0065      -0.021728
