200  0.17747
200  0.07394
200  3.89356
200  6.71776
200  6.73213
200  0.285359
200  0.990786
200  0.794574
200  17.5518
200  17.3658
200  2.32703
200  2.30773
200  1.30428
200  0.559277
200  0.463977
200  0.0723109
200  0.0251693
200  0.00559739
200  0.00107387
200  0.000398291
200  0.000207939
200  0.000161286
200  0.000125284
200  9.3787e-05
200  6.9112e-05
200  5.00767e-05
200  3.57772e-05
200  2.53694e-05
200  1.79366e-05
200  1.58379e-05
200  1.45341e-05
200  1.32765e-05
200  1.20849e-05
200  1.09701e-05
200  9.93648e-06
200  8.98445e-06
200  8.11176e-06
200  7.31462e-06
200  6.58839e-06
200  5.92801e-06
200  5.32835e-06
200  4.78439e-06
200  4.29349e-06
200  3.8624e-06
200  3.4708e-06
200  3.1151e-06
200  2.79203e-06
200  2.49861e-06
200  2.23683e-06
200  2.00463e-06
200  1.79294e-06
200  1.59994e-06
200  1.42412e-06
200  1.27149e-06
200  1.13178e-06
200  1.0039e-06
400  0.14493
400  0.0907439
400  0.773013
400  0.527702
400  0.360616
400  1.3235
400  1.02672
400  0.183118
400  1.19796
400  0.962847
400  0.157675
400  0.0756304
400  0.420172
400  0.321038
400  0.0804993
400  0.0183
400  0.00446073
400  0.00104506
400  0.000421465
400  0.000343853
400  0.000280901
400  0.000229595
400  0.000189517
400  0.000157176
400  0.00012909
400  0.000104961
400  8.51558e-05
400  6.89136e-05
400  5.51e-05
400  4.35218e-05
400  3.3945e-05
400  2.65407e-05
400  2.04515e-05
400  1.54982e-05
400  1.15409e-05
400  1.02971e-05
400  1.01093e-05
400  9.93096e-06
400  9.69186e-06
400  9.40772e-06
400  9.09262e-06
400  8.75773e-06
400  8.41183e-06
400  8.06173e-06
400  7.72048e-06
400  7.38365e-06
400  7.05085e-06
400  6.72516e-06
400  6.40876e-06
400  6.10319e-06
400  5.80945e-06
400  5.52811e-06
400  5.25947e-06
400  5.00666e-06
400  4.76833e-06
400  4.54222e-06
400  4.32788e-06
400  4.12484e-06
400  3.93257e-06
400  3.75058e-06
400  3.57833e-06
400  3.41533e-06
400  3.26107e-06
400  3.11508e-06
400  2.97689e-06
400  2.84605e-06
400  2.72435e-06
400  2.61073e-06
400  2.50292e-06
400  2.40057e-06
400  2.30338e-06
400  2.21104e-06
400  2.12329e-06
400  2.03984e-06
400  1.96047e-06
400  1.88494e-06
400  1.81302e-06
400  1.74511e-06
400  1.68202e-06
400  1.62177e-06
400  1.56423e-06
400  1.50925e-06
400  1.45668e-06
400  1.40641e-06
400  1.35831e-06
400  1.31228e-06
400  1.26819e-06
400  1.22596e-06
400  1.1855e-06
400  1.1467e-06
400  1.11069e-06
400  1.0761e-06
400  1.04286e-06
400  1.01091e-06
600  0.108733
600  0.422674
600  0.211569
600  0.260927
600  0.240789
600  2.11777
600  1.74141
600  0.756357
600  3.31272
600  3.02548
600  0.504061
600  13.3065
600  13.1369
600  2.08778
600  0.279364
600  0.444913
600  0.689762
600  0.635775
600  0.697545
600  0.692857
600  0.0141079
600  0.00366545
600  0.00164296
600  0.000707151
600  0.000288533
600  0.000140409
600  8.89421e-05
600  7.53003e-05
600  6.39308e-05
600  5.43062e-05
600  4.60386e-05
600  3.8877e-05
600  3.27818e-05
600  2.75472e-05
600  2.29889e-05
600  1.9053e-05
600  1.56818e-05
600  1.28154e-05
600  1.03936e-05
600  8.359e-06
600  6.67174e-06
600  5.29463e-06
600  4.15018e-06
600  3.20303e-06
600  2.42225e-06
600  1.80583e-06
600  1.73696e-06
600  1.77735e-06
600  1.80601e-06
600  1.83574e-06
600  1.85244e-06
600  1.85861e-06
600  1.86592e-06
600  1.86361e-06
600  1.85341e-06
600  1.83677e-06
600  1.81496e-06
600  1.79259e-06
600  1.76587e-06
600  1.73571e-06
600  1.70288e-06
600  1.66803e-06
600  1.6317e-06
600  1.59434e-06
600  1.55631e-06
600  1.51794e-06
600  1.47948e-06
600  1.44113e-06
600  1.40308e-06
600  1.36547e-06
600  1.3284e-06
600  1.29196e-06
600  1.25624e-06
600  1.22192e-06
600  1.18892e-06
600  1.15672e-06
600  1.12533e-06
600  1.09476e-06
600  1.06501e-06
600  1.03607e-06
600  1.00795e-06
1400  0.00643834
1400  0.0372003
1400  0.0677819
1400  0.18837
1400  0.1687
1400  2.12643
1400  1.65646
1400  1.52817
1400  0.969217
1400  0.408193
1400  56.8786
1400  56.2995
1400  2.76896
1400  0.304339
1400  14.1066
1400  13.5861
1400  9.59241
1400  9.14608
1400  0.656166
1400  1.73448
1400  1.39876
1400  0.787717
1400  7.91283
1400  7.67354
1400  0.533615
1400  0.423542
1400  0.959987
1400  0.8855
1400  0.108271
1400  0.0207051
1400  0.00438109
1400  0.00109237
1400  0.000469915
1400  0.000281584
1400  0.000198376
1400  0.000140644
1400  9.48603e-05
1400  7.90686e-05
1400  6.53903e-05
1400  5.37047e-05
1400  4.4123e-05
1400  3.5744e-05
1400  2.8545e-05
1400  2.24611e-05
1400  1.76287e-05
1400  1.36576e-05
1400  1.03962e-05
1400  8.91699e-06
1400  8.73007e-06
1400  8.48755e-06
1400  8.20463e-06
1400  7.89411e-06
1400  7.56654e-06
1400  7.23034e-06
1400  6.8985e-06
1400  6.57065e-06
1400  6.24631e-06
1400  5.92904e-06
1400  5.62142e-06
1400  5.32519e-06
1400  5.04152e-06
1400  4.77104e-06
1400  4.51406e-06
1400  4.27057e-06
1400  4.04072e-06
1400  3.82734e-06
1400  3.62635e-06
1400  3.43718e-06
1400  3.25924e-06
1400  3.09193e-06
1400  2.93465e-06
1400  2.7868e-06
1400  2.64782e-06
1400  2.51716e-06
1400  2.39429e-06
1400  2.27872e-06
1400  2.1723e-06
1400  2.07283e-06
1400  1.97905e-06
1400  1.89058e-06
1400  1.8071e-06
1400  1.72826e-06
1400  1.65378e-06
1400  1.58337e-06
1400  1.51677e-06
1400  1.454e-06
1400  1.39617e-06
1400  1.3413e-06
1400  1.28921e-06
1400  1.23973e-06
1400  1.1927e-06
1400  1.14798e-06
1400  1.10542e-06
1400  1.06491e-06
1400  1.02632e-06
